단축코드,한글명,그룹코드,시장
084670,동양고속,ST,코스피
084680,이월드,ST,코스피
084690,대상홀딩스,ST,코스피
084695,대상홀딩스우,ST,코스피
084870,TBH글로벌,ST,코스피
085310,엔케이,ST,코스피
085620,미래에셋생명,ST,코스피
086280,현대글로비스,ST,코스피
086790,하나금융지주,ST,코스피
088260,이리츠코크렙,RT,코스피
088350,한화생명,ST,코스피
088790,진도,ST,코스피
088980,맥쿼리인프라,IF,코스피
089470,HDC현대EP,ST,코스피
089590,제주항공,ST,코스피
089860,롯데렌탈,ST,코스피
090080,평화산업,ST,코스피
090350,노루페인트,ST,코스피
090355,노루페인트우,ST,코스피
090370,메타랩스,ST,코스피
090430,아모레퍼시픽,ST,코스피
090435,아모레퍼시픽우,ST,코스피
090460,비에이치,ST,코스피
091090,세원이앤씨,ST,코스피
091160,KODEX 반도체,EF,코스피
091170,KODEX 은행,EF,코스피
091180,KODEX 자동차,EF,코스피
091220,TIGER 은행,EF,코스피
091230,TIGER 반도체,EF,코스피
091810,티웨이항공,ST,코스피
092200,디아이씨,ST,코스피
092220,KEC,ST,코스피
092230,KPX홀딩스,ST,코스피
092440,기신정기,ST,코스피
092780,동양피스톤,ST,코스피
092790,넥스틸,ST,코스피
093050,LF,ST,코스피
093230,이아이디,ST,코스피
093240,형지엘리트,ST,코스피
093370,후성,ST,코스피
094280,효성ITX,ST,코스피
094800,맵스리얼티1,MF,코스피
095570,AJ네트웍스,ST,코스피
095720,웅진씽크빅,ST,코스피
096760,JW홀딩스,ST,코스피
096770,SK이노베이션,ST,코스피
096775,SK이노베이션우,ST,코스피
097230,HJ중공업,ST,코스피
097520,엠씨넥스,ST,코스피
097950,CJ제일제당,ST,코스피
097955,CJ제일제당 우,ST,코스피
098560,TIGER 방송통신,EF,코스피
099140,KODEX 차이나H,EF,코스피
100090,SK오션플랜트,ST,코스피
100220,비상교육,ST,코스피
100250,진양홀딩스,ST,코스피
100840,SNT에너지,ST,코스피
100910,KOSEF KRX100,EF,코스피
101140,인바이오젠,ST,코스피
101280,KODEX 일본TOPIX100,EF,코스피
101530,해태제과식품,ST,코스피
102110,TIGER 200,EF,코스피
102260,동성케미컬,ST,코스피
102280,쌍방울,ST,코스피
102460,이연제약,ST,코스피
102780,KODEX 삼성그룹,EF,코스피
102960,KODEX 기계장비,EF,코스피
102970,KODEX 증권,EF,코스피
103140,풍산,ST,코스피
103590,일진전기,ST,코스피
104520,KOSEF 블루칩,EF,코스피
104530,KOSEF 고배당,EF,코스피
104700,한국철강,ST,코스피
105010,TIGER 라틴35,EF,코스피
105190,ACE 200,EF,코스피
105560,KB금융,ST,코스피
105630,한세실업,ST,코스피
105780,KBSTAR 5대그룹주,EF,코스피
105840,우진,ST,코스피
107590,미원홀딩스,ST,코스피
108320,LX세미콘,ST,코스피
108450,ACE 삼성그룹섹터가중,EF,코스피
108590,TREX 200,EF,코스피
108670,LX하우시스,ST,코스피
108675,LX하우시스우,ST,코스피
109070,주성코퍼레이션,ST,코스피
111110,호전실업,ST,코스피
111380,동인기연,ST,코스피
111770,영원무역,ST,코스피
112610,씨에스윈드,ST,코스피
114090,GKL,ST,코스피
114100,KBSTAR 국고채3년,EF,코스피
114260,KODEX 국고채3년,EF,코스피
114460,ACE 국고채3년,EF,코스피
114470,KOSEF 국고채3년,EF,코스피
114800,KODEX 인버스,EF,코스피
114820,TIGER 국채3년,EF,코스피
115390,락앤락,ST,코스피
117460,KODEX 에너지화학,EF,코스피
117580,대성에너지,ST,코스피
117680,KODEX 철강,EF,코스피
117690,TIGER 차이나항셍25,EF,코스피
117700,KODEX 건설,EF,코스피
118000,에스메디,ST,코스피
119650,KC코트렐,ST,코스피
120030,조선선재,ST,코스피
120110,코오롱인더,ST,코스피
120115,코오롱인더우,ST,코스피
122090,ARIRANG 코스피50,EF,코스피
122260,KOSEF 통안채1년,EF,코스피
122630,KODEX 레버리지,EF,코스피
122900,아이마켓코리아,ST,코스피
123310,TIGER 인버스,EF,코스피
123320,TIGER 레버리지,EF,코스피
123690,한국화장품,ST,코스피
123700,SJM,ST,코스피
123890,한국자산신탁,ST,코스피
126560,현대퓨처넷,ST,코스피
126720,수산인더스트리,ST,코스피
128820,대성산업,ST,코스피
128940,한미약품,ST,코스피
129260,인터지스,ST,코스피
130660,한전산업,ST,코스피
130680,TIGER 원유선물Enhanced(H),EF,코스피
130730,KOSEF 단기자금,EF,코스피
131890,ACE 삼성그룹동일가중,EF,코스피
132030,KODEX 골드선물(H),EF,코스피
133690,TIGER 미국나스닥100,EF,코스피
133820,화인베스틸,ST,코스피
134380,미원화학,ST,코스피
134790,시디즈,ST,코스피
136340,KBSTAR 중기우량회사채,EF,코스피
136490,선진,ST,코스피
137310,에스디바이오센서,ST,코스피
137610,TIGER 농산물선물Enhanced(H),EF,코스피
138040,메리츠금융지주,ST,코스피
138230,KOSEF 미국달러선물,EF,코스피
138490,코오롱플라스틱,ST,코스피
138520,TIGER 삼성그룹펀더멘털,EF,코스피
138530,TIGER LG그룹+펀더멘털,EF,코스피
138540,TIGER 현대차그룹+펀더멘털,EF,코스피
138910,KODEX 구리선물(H),EF,코스피
138920,KODEX 콩선물(H),EF,코스피
138930,BNK금융지주,ST,코스피
139130,DGB금융지주,ST,코스피
139220,TIGER 200 건설,EF,코스피
139230,TIGER 200 중공업,EF,코스피
139240,TIGER 200 철강소재,EF,코스피
139250,TIGER 200 에너지화학,EF,코스피
139260,TIGER 200 IT,EF,코스피
139270,TIGER 200 금융,EF,코스피
139280,TIGER 경기방어,EF,코스피
139290,TIGER 200 경기소비재,EF,코스피
139310,TIGER 금속선물(H),EF,코스피
139320,TIGER 금은선물(H),EF,코스피
139480,이마트,ST,코스피
139660,KOSEF 미국달러선물인버스,EF,코스피
139990,아주스틸,ST,코스피
140570,KBSTAR 수출주,EF,코스피
140580,KBSTAR 우량업종대표주,EF,코스피
140700,KODEX 보험,EF,코스피
140710,KODEX 운송,EF,코스피
140910,에이리츠,RT,코스피
140950,파워 코스피100,EF,코스피
143210,핸즈코퍼레이션,ST,코스피
143460,ACE 밸류대형,EF,코스피
143850,TIGER 미국S&P500선물(H),EF,코스피
143860,TIGER 헬스케어,EF,코스피
144600,KODEX 은선물(H),EF,코스피
145210,다이나믹디자인,ST,코스피
145270,케이탑리츠,RT,코스피
145670,ACE 인버스,EF,코스피
145720,덴티움,ST,코스피
145850,TREX 펀더멘탈 200,EF,코스피
145990,삼양사,ST,코스피
145995,삼양사우,ST,코스피
147970,TIGER 모멘텀,EF,코스피
148020,KBSTAR 200,EF,코스피
148070,KOSEF 국고채10년,EF,코스피
150460,TIGER 중국소비테마,EF,코스피
152100,ARIRANG 200,EF,코스피
152380,KODEX 국채선물10년,EF,코스피
152500,ACE 레버리지,EF,코스피
152550,한국ANKOR유전,MF,코스피
152870,파워 200,EF,코스피
153130,KODEX 단기채권,EF,코스피
153270,KOSEF 코스피100,EF,코스피
155660,DSR,ST,코스피
156080,KODEX MSCI Korea,EF,코스피
157450,TIGER 단기통안채,EF,코스피
157490,TIGER 소프트웨어,EF,코스피
157500,TIGER 증권,EF,코스피
159800,마이티 코스피100,EF,코스피
160580,TIGER 구리실물,EF,코스피
161000,애경케미칼,ST,코스피
161390,한국타이어앤테크놀로지,ST,코스피
161510,ARIRANG 고배당주,EF,코스피
161890,한국콜마,ST,코스피
163560,동일고무벨트,ST,코스피
166400,TIGER 200커버드콜5%OTM,EF,코스피
167860,KOSEF 국고채10년레버리지,EF,코스피
168490,한국패러랠,MF,코스피
168580,ACE 중국본토CSI300,EF,코스피
169950,KODEX 차이나A50,EF,코스피
170900,동아에스티,ST,코스피
174350,TIGER 로우볼,EF,코스피
174360,KBSTAR 중국본토대형주CSI100,EF,코스피
175330,JB금융지주,ST,코스피
176950,KODEX 국채선물10년인버스,EF,코스피
178920,PI첨단소재,ST,코스피
180640,한진칼,ST,코스피
18064K,한진칼우,ST,코스피
181480,ACE 미국다우존스리츠(합성 H),EF,코스피
181710,NHN,ST,코스피
182480,TIGER 미국MSCI리츠(합성 H),EF,코스피
182490,TIGER 단기선진하이일드(합성 H),EF,코스피
183190,아세아시멘트,ST,코스피
183700,KBSTAR 채권혼합,EF,코스피
183710,KBSTAR 주식혼합,EF,코스피
185680,KODEX 미국S&P바이오(합성),EF,코스피
185750,종근당,ST,코스피
189400,ARIRANG 글로벌MSCI(합성 H),EF,코스피
190620,ACE 단기통안채,EF,코스피
192080,더블유게임즈,ST,코스피
192090,TIGER 차이나CSI300,EF,코스피
192400,쿠쿠홀딩스,ST,코스피
192650,드림텍,ST,코스피
192720,파워 고배당저변동성,EF,코스피
192820,코스맥스,ST,코스피
194370,제이에스코퍼레이션,ST,코스피
195870,해성디에스,ST,코스피
195920,TIGER 일본TOPIX(합성 H),EF,코스피
195930,TIGER 유로스탁스50(합성 H),EF,코스피
195970,ARIRANG 선진국MSCI(합성 H),EF,코스피
195980,ARIRANG 신흥국MSCI(합성 H),EF,코스피
196030,ACE 일본TOPIX레버리지(H),EF,코스피
196230,KBSTAR 단기통안채,EF,코스피
200030,KODEX 미국S&P500산업재(합성),EF,코스피
200250,KOSEF 인도Nifty50(합성),EF,코스피
200880,서연이화,ST,코스피
203780,TIGER 미국나스닥바이오,EF,코스피
204210,스타리츠,RT,코스피
204320,HL만도,ST,코스피
204450,KODEX 차이나H레버리지(H),EF,코스피
204480,TIGER 차이나CSI300레버리지(합성),EF,코스피
205720,ACE 일본TOPIX인버스(합성 H),EF,코스피
207940,삼성바이오로직스,ST,코스피
210540,디와이파워,ST,코스피
210780,TIGER 코스피고배당,EF,코스피
210980,SK디앤디,ST,코스피
211560,TIGER 배당성장,EF,코스피
211900,KODEX 배당성장,EF,코스피
213500,한솔제지,ST,코스피
213610,KODEX 삼성그룹밸류,EF,코스피
213630,ARIRANG 미국다우존스고배당주(합성 H),EF,코스피
214320,이노션,ST,코스피
214330,금호에이치티,ST,코스피
214390,경보제약,ST,코스피
214420,토니모리,ST,코스피
214980,KODEX 단기채권PLUS,EF,코스피
215620,HK S&P코리아로우볼,EF,코스피
217770,TIGER 원유선물인버스(H),EF,코스피
217780,TIGER 차이나CSI300인버스(합성),EF,코스피
218420,KODEX 미국S&P500에너지(합성),EF,코스피
219390,KBSTAR 미국S&P원유생산기업(합성 H),EF,코스피
219480,KODEX 미국S&P500선물(H),EF,코스피
219900,ACE 중국본토CSI300레버리지(합성),EF,코스피
220130,SOL 차이나강소기업CSI500(합성 H),EF,코스피
223190,KODEX 200가치저변동,EF,코스피
225030,TIGER 미국S&P500선물인버스(H),EF,코스피
225040,TIGER 미국S&P500레버리지(합성 H),EF,코스피
225050,TIGER 유로스탁스레버리지(합성 H),EF,코스피
225060,TIGER 이머징마켓MSCI레버리지(합성 H),EF,코스피
225130,ACE 골드선물 레버리지(합성 H),EF,코스피
225800,KOSEF 미국달러선물레버리지,EF,코스피
226320,잇츠한불,ST,코스피
226380,ACE Fn성장소비주도주,EF,코스피
226490,KODEX 코스피,EF,코스피
226980,KODEX 200 중소형,EF,코스피
227540,TIGER 200 헬스케어,EF,코스피
227550,TIGER 200 산업재,EF,코스피
227560,TIGER 200 생활소비재,EF,코스피
227570,TIGER 우량가치,EF,코스피
227830,ARIRANG 코스피,EF,코스피
227840,현대코퍼레이션홀딩스,ST,코스피
228790,TIGER 화장품,EF,코스피
228800,TIGER 여행레저,EF,코스피
228810,TIGER 미디어컨텐츠,EF,코스피
228820,TIGER KTOP30,EF,코스피
229200,KODEX 코스닥150,EF,코스피
229640,LS에코에너지,ST,코스피
229720,KODEX KTOP30,EF,코스피
230480,KOSEF 미국달러선물인버스2X,EF,코스피
232080,TIGER 코스닥150,EF,코스피
233160,TIGER 코스닥150 레버리지,EF,코스피
233740,KODEX 코스닥150레버리지,EF,코스피
234080,JW생명과학,ST,코스피
234310,KBSTAR V&S셀렉트밸류,EF,코스피
236350,TIGER 인도니프티50레버리지(합성),EF,코스피
237350,KODEX 코스피100,EF,코스피
237370,KODEX 배당성장채권혼합,EF,코스피
237440,TIGER 경기방어채권혼합,EF,코스피
238670,ARIRANG 스마트베타Quality채권혼합,EF,코스피
238720,ACE 일본Nikkei225(H),EF,코스피
239660,ARIRANG 우량회사채50 1년,EF,코스피
241180,TIGER 일본니케이225,EF,코스피
241390,KBSTAR V&S셀렉트밸류채권혼합,EF,코스피
241560,두산밥캣,ST,코스피
241590,화승엔터프라이즈,ST,코스피
243880,TIGER 200IT레버리지,EF,코스피
243890,TIGER 200에너지화학레버리지,EF,코스피
244580,KODEX 바이오,EF,코스피
244620,KODEX 모멘텀Plus,EF,코스피
244660,KODEX 퀄리티Plus,EF,코스피
244670,KODEX 밸류Plus,EF,코스피
244920,에이플러스에셋,ST,코스피
245340,TIGER 미국다우존스30,EF,코스피
245350,TIGER 유로스탁스배당30,EF,코스피
245360,TIGER 차이나HSCEI,EF,코스피
245710,ACE 베트남VN30(합성),EF,코스피
248070,솔루엠,ST,코스피
248170,샘표식품,ST,코스피
248270,TIGER S&P글로벌헬스케어(합성),EF,코스피
249420,일동제약,ST,코스피
250730,KBSTAR 차이나HSCEI(H),EF,코스피
250780,TIGER 코스닥150선물인버스,EF,코스피
251270,넷마블,ST,코스피
251340,KODEX 코스닥150선물인버스,EF,코스피
251350,KODEX 선진국MSCI World,EF,코스피
251590,ARIRANG 고배당저변동50,EF,코스피
251600,ARIRANG 고배당주채권혼합,EF,코스피
252000,TIGER 200동일가중,EF,코스피
252400,KBSTAR 200선물레버리지,EF,코스피
252410,KBSTAR 200선물인버스,EF,코스피
252420,KBSTAR 200선물인버스2X,EF,코스피
252650,KODEX 200동일가중,EF,코스피
252670,KODEX 200선물인버스2X,EF,코스피
252710,TIGER 200선물인버스2X,EF,코스피
252720,KBSTAR 모멘텀밸류,EF,코스피
252730,KBSTAR 모멘텀로우볼,EF,코스피
253150,ARIRANG 200선물레버리지,EF,코스피
253160,ARIRANG 200선물인버스2X,EF,코스피
253230,KOSEF 200선물인버스2X,EF,코스피
253240,KOSEF 200선물인버스,EF,코스피
253250,KOSEF 200선물레버리지,EF,코스피
253280,KBSTAR 헬스케어,EF,코스피
253290,KBSTAR 헬스케어채권혼합,EF,코스피
256440,ACE 인도네시아MSCI(합성),EF,코스피
256450,ARIRANG 심천차이넥스트(합성),EF,코스피
256750,KODEX 차이나심천ChiNext(합성),EF,코스피
259960,크래프톤,ST,코스피
261060,TIGER 코스닥150IT,EF,코스피
261070,TIGER 코스닥150바이오테크,EF,코스피
261110,TIGER 미국달러선물레버리지,EF,코스피
261120,TIGER 미국달러선물인버스2X,EF,코스피
261140,TIGER 우선주,EF,코스피
261220,KODEX WTI원유선물(H),EF,코스피
261240,KODEX 미국달러선물,EF,코스피
261250,KODEX 미국달러선물레버리지,EF,코스피
261260,KODEX 미국달러선물인버스2X,EF,코스피
261270,KODEX 미국달러선물인버스,EF,코스피
261920,ACE 필리핀MSCI(합성),EF,코스피
264900,크라운제과,ST,코스피
26490K,크라운제과우,ST,코스피
265690,ACE 러시아MSCI(합성),EF,코스피
266160,KBSTAR 고배당,EF,코스피
266360,KODEX 미디어&엔터테인먼트,EF,코스피
266370,KODEX IT,EF,코스피
266390,KODEX 경기소비재,EF,코스피
266410,KODEX 필수소비재,EF,코스피
266420,KODEX 헬스케어,EF,코스피
266550,ARIRANG 중형주저변동50,EF,코스피
267250,HD현대,ST,코스피
267260,HD현대일렉트릭,ST,코스피
267270,HD현대건설기계,ST,코스피
267290,경동도시가스,ST,코스피
267440,KBSTAR 미국장기국채선물(H),EF,코스피
267450,KBSTAR 미국장기국채선물인버스(H),EF,코스피
267490,KBSTAR 미국장기국채선물레버리지(합성 H),EF,코스피
267500,KBSTAR 미국장기국채선물인버스2X(합성 H),EF,코스피
267770,TIGER 200선물레버리지,EF,코스피
267850,아시아나IDT,ST,코스피
268280,미원에스씨,ST,코스피
269370,TIGER S&P글로벌인프라(합성),EF,코스피
269420,KODEX S&P글로벌인프라(합성),EF,코스피
269530,ARIRANG S&P글로벌인프라,EF,코스피
269540,ARIRANG 미국S&P500(H),EF,코스피
270800,KBSTAR KQ고배당,EF,코스피
270810,KBSTAR 코스닥150,EF,코스피
271050,KODEX WTI원유선물인버스(H),EF,코스피
271060,KODEX 3대농산물선물(H),EF,코스피
271560,오리온,ST,코스피
271940,일진하이솔루스,ST,코스피
271980,제일약품,ST,코스피
272210,한화시스템,ST,코스피
272220,ACE 스마트모멘텀,EF,코스피
272230,ACE 스마트밸류,EF,코스피
272450,진에어,ST,코스피
272550,삼양패키징,ST,코스피
272560,KBSTAR 단기국공채액티브,EF,코스피
272570,KBSTAR 중장기국공채액티브,EF,코스피
272580,TIGER 단기채권액티브,EF,코스피
272910,ACE 중장기국공채액티브,EF,코스피
273130,KODEX 종합채권(AA-이상)액티브,EF,코스피
273140,KODEX 단기변동금리부채권액티브,EF,코스피
275280,KODEX MSCI모멘텀,EF,코스피
275290,KODEX MSCI밸류,EF,코스피
275300,KODEX MSCI퀄리티,EF,코스피
275750,KBSTAR 코스닥150선물인버스,EF,코스피
275980,TIGER 글로벌4차산업혁신기술(합성 H),EF,코스피
276000,TIGER 글로벌자원생산기업(합성 H),EF,코스피
276650,KBSTAR 글로벌4차산업IT(합성 H),EF,코스피
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),EF,코스피
276990,KODEX 글로벌로봇(합성),EF,코스피
277540,ACE 아시아TOP50S&P,EF,코스피
277630,TIGER 코스피,EF,코스피
277640,TIGER 코스피대형주,EF,코스피
277650,TIGER 코스피중형주,EF,코스피
278240,KBSTAR 코스닥150선물레버리지,EF,코스피
278470,에이피알,ST,코스피
278530,KODEX 200TR,EF,코스피
278540,KODEX MSCI Korea TR,EF,코스피
278620,ARIRANG 단기채권액티브,EF,코스피
279530,KODEX 고배당,EF,코스피
279540,KODEX 최소변동성,EF,코스피
280320,ACE 미국IT인터넷S&P(합성 H),EF,코스피
280360,롯데웰푸드,ST,코스피
280920,ARIRANG 주도업종,EF,코스피
280930,KODEX 미국러셀2000(H),EF,코스피
280940,KODEX 골드선물인버스(H),EF,코스피
281820,케이씨텍,ST,코스피
281990,KBSTAR 중소형고배당,EF,코스피
282000,KBSTAR 국고채3년선물인버스,EF,코스피
282330,BGF리테일,ST,코스피
282690,동아타이어,ST,코스피
283580,KODEX 차이나CSI300,EF,코스피
284430,KODEX 200미국채혼합,EF,코스피
284740,쿠쿠홈시스,ST,코스피
284980,KBSTAR 200금융,EF,코스피
284990,KBSTAR 200에너지화학,EF,코스피
285000,KBSTAR 200IT,EF,코스피
285010,KBSTAR 200중공업,EF,코스피
285020,KBSTAR 200철강소재,EF,코스피
285130,SK케미칼,ST,코스피
28513K,SK케미칼우,ST,코스피
285690,FOCUS ESG리더스,EF,코스피
286940,롯데정보통신,ST,코스피
287180,ARIRANG 미국나스닥테크,EF,코스피
287300,KBSTAR 200건설,EF,코스피
287310,KBSTAR 200경기소비재,EF,코스피
287320,KBSTAR 200산업재,EF,코스피
287330,KBSTAR 200생활소비재,EF,코스피
289040,KODEX MSCI KOREA ESG유니버설,EF,코스피
289250,TIGER MSCI KOREA ESG유니버설,EF,코스피
289260,TIGER MSCI KOREA ESG리더스,EF,코스피
289480,TIGER 200커버드콜ATM,EF,코스피
289670,ARIRANG 국채선물10년,EF,코스피
290080,KBSTAR 200고배당커버드콜ATM,EF,코스피
290130,KBSTAR ESG사회책임투자,EF,코스피
291130,ACE 멕시코MSCI(합성),EF,코스피
291620,KOSEF 코스닥150선물인버스,EF,코스피
291630,KOSEF 코스닥150선물레버리지,EF,코스피
291680,KBSTAR 차이나H선물인버스(H),EF,코스피
291890,KODEX MSCI EM선물(H),EF,코스피
292050,KBSTAR KRX300,EF,코스피
292150,TIGER TOP10,EF,코스피
292160,TIGER KRX300,EF,코스피
292190,KODEX KRX300,EF,코스피
292500,SOL KRX300,EF,코스피
292560,TIGER 일본엔선물,EF,코스피
292730,FOCUS KRX300,EF,코스피
292750,ARIRANG KRX300,EF,코스피
292770,KODEX 국채선물3년인버스,EF,코스피
293180,HANARO 200,EF,코스피
293480,하나제약,ST,코스피
293940,신한알파리츠,RT,코스피
294400,KOSEF 200TR,EF,코스피
294870,HDC현대산업개발,ST,코스피
295000,KBSTAR 국채선물10년,EF,코스피
295020,KBSTAR 국채선물10년인버스,EF,코스피
295040,SOL 200TR,EF,코스피
295820,ARIRANG 200동일가중,EF,코스피
298000,효성화학,ST,코스피
298020,효성티앤씨,ST,코스피
298040,효성중공업,ST,코스피
298050,효성첨단소재,ST,코스피
298340,ARIRANG 국채선물3년,EF,코스피
298690,에어부산,ST,코스피
298770,KODEX 한국대만IT프리미어,EF,코스피
299070,ACE 국채선물10년인버스,EF,코스피
299080,ACE 국채선물3년인버스,EF,코스피
300610,TIGER K게임,EF,코스피
300640,KBSTAR 게임테마,EF,코스피
300720,한일시멘트,ST,코스피
300950,KODEX 게임산업,EF,코스피
301400,ARIRANG 코스닥150,EF,코스피
301410,ARIRANG 코스닥150선물인버스,EF,코스피
302190,TIGER 중장기국채,EF,코스피
302440,SK바이오사이언스,ST,코스피
302450,KBSTAR 코스피,EF,코스피
304660,KODEX 미국채울트라30년선물(H),EF,코스피
304670,KODEX 미국채울트라30년선물인버스(H),EF,코스피
304760,HANARO KRX300,EF,코스피
304770,HANARO 코스닥150,EF,코스피
304780,HANARO 200선물레버리지,EF,코스피
304940,KODEX 미국나스닥100선물(H),EF,코스피
305050,ACE 코스피,EF,코스피
305080,TIGER 미국채10년선물,EF,코스피
305540,TIGER 2차전지테마,EF,코스피
305720,KODEX 2차전지산업,EF,코스피
306200,세아제강,ST,코스피
306520,HANARO 200선물인버스,EF,코스피
306530,HANARO 코스닥150선물레버리지,EF,코스피
306950,KODEX KRX300레버리지,EF,코스피
307010,KBSTAR KRX300레버리지,EF,코스피
307510,TIGER 의료기기,EF,코스피
307520,TIGER 지주회사,EF,코스피
307950,현대오토에버,ST,코스피
308170,씨티알모빌리티,ST,코스피
308620,KODEX 미국채10년선물,EF,코스피
309230,ACE 미국WideMoat가치주,EF,코스피
310080,KBSTAR 중국MSCI China(H),EF,코스피
310960,TIGER 200TR,EF,코스피
310970,TIGER MSCI Korea TR,EF,코스피
314250,KODEX 미국빅테크10(H),EF,코스피
314700,HANARO 농업융복합산업,EF,코스피
315270,TIGER 200커뮤니케이션서비스,EF,코스피
315480,KBSTAR 200커뮤니케이션서비스,EF,코스피
315930,KODEX Top5PlusTR,EF,코스피
315960,KBSTAR 대형고배당10TR,EF,코스피
316140,우리금융지주,ST,코스피
316300,ACE 싱가포르리츠,EF,코스피
316670,KOSEF 코스닥150,EF,코스피
317400,자이에스앤디,ST,코스피
319640,TIGER 골드선물(H),EF,코스피
319870,KBSTAR KRX300미국달러선물혼합,EF,코스피
321410,KODEX 멀티에셋하이인컴(H),EF,코스피
322000,HD현대에너지솔루션,ST,코스피
322120,ACE 스마트퀄리티,EF,코스피
322130,ACE 스마트로우볼,EF,코스피
322150,ACE 스마트하이베타,EF,코스피
322400,HANARO e커머스,EF,코스피
322410,HANARO 고배당,EF,코스피
323410,카카오뱅크,ST,코스피
325010,KODEX Fn성장,EF,코스피
325020,KODEX 배당가치,EF,코스피
326030,SK바이오팜,ST,코스피
326230,KBSTAR 내수주플러스,EF,코스피
326240,KBSTAR IT플러스,EF,코스피
328370,ARIRANG 코스피TR,EF,코스피
329180,HD현대중공업,ST,코스피
329200,TIGER 리츠부동산인프라,EF,코스피
329650,KODEX TRF3070,EF,코스피
329660,KODEX TRF5050,EF,코스피
329670,KODEX TRF7030,EF,코스피
329750,TIGER 미국달러단기채권액티브,EF,코스피
330590,롯데리츠,RT,코스피
331910,KOSEF Fn중소형,EF,코스피
332500,ACE 200TR,EF,코스피
332610,ARIRANG 미국단기우량회사채,EF,코스피
332620,ARIRANG 미국장기우량회사채,EF,코스피
332930,HANARO 200TR,EF,코스피
332940,HANARO MSCI Korea TR,EF,코스피
333940,ARIRANG KS로우볼가중TR,EF,코스피
333950,ARIRANG KS로우사이즈가중TR,EF,코스피
333960,ARIRANG KS모멘텀가중TR,EF,코스피
333970,ARIRANG KS밸류가중TR,EF,코스피
333980,ARIRANG KS퀄리티가중TR,EF,코스피
334690,KBSTAR 팔라듐선물(H),EF,코스피
334700,KBSTAR 팔라듐선물인버스(H),EF,코스피
334890,이지스밸류리츠,RT,코스피
336160,KBSTAR 금융채액티브,EF,코스피
336260,두산퓨얼셀,ST,코스피
33626K,두산퓨얼셀1우,ST,코스피
33626L,두산퓨얼셀2우B,ST,코스피
336370,솔루스첨단소재,ST,코스피
33637K,솔루스첨단소재1우,ST,코스피
33637L,솔루스첨단소재2우B,ST,코스피
337120,KODEX Fn멀티팩터,EF,코스피
337140,KODEX 코스피대형주,EF,코스피
337150,KODEX 200exTOP,EF,코스피
337160,KODEX 200ESG,EF,코스피
338100,NH프라임리츠,RT,코스피
339770,교촌에프앤비,ST,코스피
341850,TIGER 리츠부동산인프라채권TR KIS,EF,코스피
344820,KCC글라스,ST,코스피
346000,HANARO KAP초장기국고채,EF,코스피
348950,제이알글로벌리츠,RT,코스피
350520,이지스레지던스리츠,RT,코스피
352540,KODEX TSE일본리츠(H),EF,코스피
352560,KODEX 다우존스미국리츠(H),EF,코스피
352820,하이브,ST,코스피
353200,대덕전자,ST,코스피
35320K,대덕전자1우,ST,코스피
354240,KBSTAR 미국고정배당우선증권ICE TR,EF,코스피
354350,HANARO 글로벌럭셔리S&P(합성),EF,코스피
354500,ACE 코스닥150,EF,코스피
356540,ACE 종합채권(AA-이상)KIS액티브,EF,코스피
357120,코람코라이프인프라리츠,RT,코스피
357250,미래에셋맵스리츠,RT,코스피
357430,마스턴프리미어리츠,RT,코스피
357870,TIGER CD금리투자KIS(합성),EF,코스피
359210,KODEX 코스피TR,EF,코스피
360140,KODEX 200롱코스닥150숏선물,EF,코스피
360150,KODEX 코스닥150롱코스피200숏선물,EF,코스피
360200,ACE 미국S&P500,EF,코스피
360750,TIGER 미국S&P500,EF,코스피
361580,KBSTAR 200TR,EF,코스피
361610,SK아이이테크놀로지,ST,코스피
363280,티와이홀딩스,ST,코스피
36328K,티와이홀딩스우,ST,코스피
363510,SOL KIS단기통안채,EF,코스피
363570,KODEX 장기종합채권(AA-이상)액티브KAP,EF,코스피
363580,KODEX 200IT TR,EF,코스피
364690,KODEX 혁신기술테마액티브,EF,코스피
364960,TIGER BBIG,EF,코스피
364970,TIGER 바이오TOP10,EF,코스피
364980,TIGER 2차전지TOP10,EF,코스피
364990,TIGER 게임TOP10,EF,코스피
365000,TIGER 인터넷TOP10,EF,코스피
365040,TIGER AI코리아그로스액티브,EF,코스피
365550,ESR켄달스퀘어리츠,RT,코스피
365780,ACE 국고채10년,EF,코스피
367380,ACE 미국나스닥100,EF,코스피
367740,HANARO Fn5G산업,EF,코스피
367760,KBSTAR Fn5G테크,EF,코스피
367770,KBSTAR Fn수소경제테마,EF,코스피
368190,HANARO Fn K-뉴딜디지털플러스,EF,코스피
368200,KBSTAR Fn K-뉴딜디지털플러스,EF,코스피
368590,KBSTAR 미국나스닥100,EF,코스피
368680,KODEX Fn K-뉴딜디지털플러스,EF,코스피
371130,ACE 베트남VN30선물블룸버그레버리지(H),EF,코스피
371150,KBSTAR 차이나항셍테크,EF,코스피
371160,TIGER 차이나항셍테크,EF,코스피
371450,TIGER 글로벌클라우드컴퓨팅INDXX,EF,코스피
371460,TIGER 차이나전기차SOLACTIVE,EF,코스피
371470,TIGER 차이나바이오테크SOLACTIVE,EF,코스피
371870,ACE 차이나항셍테크,EF,코스피
372330,KODEX 차이나항셍테크,EF,코스피
372910,한컴라이프케어,ST,코스피
373220,LG에너지솔루션,ST,코스피
